2021-01-10 17:29:02.516 [restartedMain] INFO  com.hjj.springdemo.SpringdemoApplication - Starting SpringdemoApplication on DESKTOP-ABPMFK8 with PID 7492 (F:\workspace\SpringBootDemo\target\classes started by hjj in F:\workspace\SpringBootDemo)
2021-01-10 17:33:52.561 [restartedMain] INFO  com.hjj.springdemo.SpringdemoApplication - Starting SpringdemoApplication on DESKTOP-ABPMFK8 with PID 10096 (F:\workspace\SpringBootDemo\target\classes started by hjj in F:\workspace\SpringBootDemo)
2021-01-10 17:33:52.564 [restartedMain] INFO  com.hjj.springdemo.SpringdemoApplication - No active profile set, falling back to default profiles: default
2021-01-10 17:33:52.720 [restartedMain] INFO  o.s.boot.devtools.restart.ChangeableUrls - The Class-Path manifest attribute in C:\Users\hjj\.m2\repository\com\mchange\c3p0\0.9.5.2\c3p0-0.9.5.2.jar referenced one or more files that do not exist: file:/C:/Users/hjj/.m2/repository/com/mchange/c3p0/0.9.5.2/mchange-commons-java-0.2.11.jar
2021-01-10 17:33:52.722 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2021-01-10 17:33:52.723 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2021-01-10 17:33:56.425 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2021-01-10 17:33:56.442 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2021-01-10 17:33:56.444 [restartedMain] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2021-01-10 17:33:56.444 [restartedMain] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.38]
2021-01-10 17:33:56.659 [restartedMain] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2021-01-10 17:33:56.660 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 3936 ms
2021-01-10 17:33:57.398 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2021-01-10 17:33:57.648 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2021-01-10 17:33:59.348 [restartedMain] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: any request, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@2e9633b9, org.springframework.security.web.context.SecurityContextPersistenceFilter@15ab96eb, org.springframework.security.web.header.HeaderWriterFilter@2719edcc, org.springframework.security.web.csrf.CsrfFilter@17fdc782, org.springframework.security.web.authentication.logout.LogoutFilter@56d1be0f, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@7c2cc9ca, org.springframework.security.web.authentication.ui.DefaultLoginPageGeneratingFilter@74706d2c, org.springframework.security.web.authentication.ui.DefaultLogoutPageGeneratingFilter@1e6eab2c, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@29c60f, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@6bb395b8, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@4ddc40c8, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@75bf77a3, org.springframework.security.web.session.SessionManagementFilter@623546f8, org.springframework.security.web.access.ExceptionTranslationFilter@85773a0, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@45292cbd]
2021-01-10 17:33:59.694 [restartedMain] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2021-01-10 17:34:01.800 [restartedMain] INFO  o.s.b.d.autoconfigure.OptionalLiveReloadServer - LiveReload server is running on port 35729
2021-01-10 17:34:01.855 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2021-01-10 17:34:01.927 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path ''
2021-01-10 17:34:01.953 [restartedMain] INFO  com.hjj.springdemo.SpringdemoApplication - Started SpringdemoApplication in 10.706 seconds (JVM running for 14.037)
2021-01-10 17:36:16.579 [http-nio-8080-exec-1] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2021-01-10 17:36:16.580 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2021-01-10 17:36:16.606 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 26 ms
2021-01-10 17:42:03.342 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 5.4.1.Final
2021-01-10 17:42:03.348 [restartedMain] INFO  com.hjj.springdemo.SpringdemoApplication - Starting SpringdemoApplication on DESKTOP-ABPMFK8 with PID 13832 (F:\workspace\SpringBootDemo\target\classes started by hjj in F:\workspace\SpringBootDemo)
2021-01-10 17:42:03.358 [restartedMain] INFO  com.hjj.springdemo.SpringdemoApplication - No active profile set, falling back to default profiles: default
2021-01-10 17:42:03.546 [restartedMain] INFO  o.s.boot.devtools.restart.ChangeableUrls - The Class-Path manifest attribute in C:\Users\hjj\.m2\repository\com\mchange\c3p0\0.9.5.2\c3p0-0.9.5.2.jar referenced one or more files that do not exist: file:/C:/Users/hjj/.m2/repository/com/mchange/c3p0/0.9.5.2/mchange-commons-java-0.2.11.jar
2021-01-10 17:42:03.546 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2021-01-10 17:42:03.546 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2021-01-10 17:42:05.824 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2021-01-10 17:42:05.826 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2021-01-10 17:42:05.826 [restartedMain] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2021-01-10 17:42:05.826 [restartedMain] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.38]
2021-01-10 17:42:06.026 [restartedMain] INFO  o.a.c.c.C.[Tomcat].[localhost].[/basic_project] - Initializing Spring embedded WebApplicationContext
2021-01-10 17:42:06.026 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 2480 ms
2021-01-10 17:42:06.368 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2021-01-10 17:42:06.513 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2021-01-10 17:42:07.310 [restartedMain] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: any request, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@2f35cccd, org.springframework.security.web.context.SecurityContextPersistenceFilter@3e338340, org.springframework.security.web.header.HeaderWriterFilter@3f2728b2, org.springframework.security.web.csrf.CsrfFilter@11860b64, org.springframework.security.web.authentication.logout.LogoutFilter@30d2944d, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@392a3c1c, org.springframework.security.web.authentication.ui.DefaultLoginPageGeneratingFilter@7c31e4bf, org.springframework.security.web.authentication.ui.DefaultLogoutPageGeneratingFilter@384d6499, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@470e59db, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@4736bfd5, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@e9c789e, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@25d4a2a0, org.springframework.security.web.session.SessionManagementFilter@376c9bbd, org.springframework.security.web.access.ExceptionTranslationFilter@3cf6cff, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@131e4e11]
2021-01-10 17:42:07.437 [restartedMain] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2021-01-10 17:42:08.177 [restartedMain] INFO  o.s.b.d.autoconfigure.OptionalLiveReloadServer - LiveReload server is running on port 35729
2021-01-10 17:42:08.218 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2021-01-10 17:42:08.239 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path '/basic_project'
2021-01-10 17:42:08.265 [restartedMain] INFO  com.hjj.springdemo.SpringdemoApplication - Started SpringdemoApplication in 6.429 seconds (JVM running for 9.347)
2021-01-10 17:43:19.148 [http-nio-8080-exec-2] INFO  o.a.c.c.C.[Tomcat].[localhost].[/basic_project] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2021-01-10 17:43:19.148 [http-nio-8080-exec-2] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2021-01-10 17:43:19.159 [http-nio-8080-exec-2] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 10 ms
2021-01-10 17:49:13.179 [restartedMain] INFO  com.hjj.springdemo.SpringdemoApplication - Starting SpringdemoApplication on DESKTOP-ABPMFK8 with PID 9060 (F:\workspace\SpringBootDemo\target\classes started by hjj in F:\workspace\SpringBootDemo)
2021-01-10 17:49:13.185 [restartedMain] INFO  com.hjj.springdemo.SpringdemoApplication - No active profile set, falling back to default profiles: default
2021-01-10 17:49:13.252 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 5.4.1.Final
2021-01-10 17:49:13.311 [restartedMain] INFO  o.s.boot.devtools.restart.ChangeableUrls - The Class-Path manifest attribute in C:\Users\hjj\.m2\repository\com\mchange\c3p0\0.9.5.2\c3p0-0.9.5.2.jar referenced one or more files that do not exist: file:/C:/Users/hjj/.m2/repository/com/mchange/c3p0/0.9.5.2/mchange-commons-java-0.2.11.jar
2021-01-10 17:49:13.312 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2021-01-10 17:49:13.312 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2021-01-10 17:49:15.076 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2021-01-10 17:49:15.078 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2021-01-10 17:49:15.078 [restartedMain] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2021-01-10 17:49:15.078 [restartedMain] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.38]
2021-01-10 17:49:15.239 [restartedMain] INFO  o.a.c.c.C.[Tomcat].[localhost].[/basic_project] - Initializing Spring embedded WebApplicationContext
2021-01-10 17:49:15.239 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1927 ms
2021-01-10 17:49:15.567 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2021-01-10 17:49:15.747 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2021-01-10 17:49:16.818 [restartedMain] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: any request, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@5fe0a243, org.springframework.security.web.context.SecurityContextPersistenceFilter@2c0bf88c, org.springframework.security.web.header.HeaderWriterFilter@57222cfc, org.springframework.security.web.csrf.CsrfFilter@49af4de6, org.springframework.security.web.authentication.logout.LogoutFilter@bba8410, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@67c4da2e, org.springframework.security.web.authentication.ui.DefaultLoginPageGeneratingFilter@456e4bd8, org.springframework.security.web.authentication.ui.DefaultLogoutPageGeneratingFilter@29557c4e, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@355644eb, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@6ebb4888, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@7b467e65, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@4f27e7a2, org.springframework.security.web.session.SessionManagementFilter@6bab1df5, org.springframework.security.web.access.ExceptionTranslationFilter@64f51512, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@7d1bad84]
2021-01-10 17:49:16.978 [restartedMain] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2021-01-10 17:49:17.829 [restartedMain] INFO  o.s.b.d.autoconfigure.OptionalLiveReloadServer - LiveReload server is running on port 35729
2021-01-10 17:49:17.876 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2021-01-10 17:49:17.907 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path '/basic_project'
2021-01-10 17:49:17.923 [restartedMain] INFO  com.hjj.springdemo.SpringdemoApplication - Started SpringdemoApplication in 6.075 seconds (JVM running for 8.25)
2021-01-10 17:49:30.733 [http-nio-8080-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/basic_project] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2021-01-10 17:49:30.733 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2021-01-10 17:49:30.741 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 7 ms
2021-01-10 18:43:00.655 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 5.4.1.Final
2021-01-10 18:43:00.655 [restartedMain] INFO  com.hjj.springdemo.SpringdemoApplication - Starting SpringdemoApplication on DESKTOP-ABPMFK8 with PID 9760 (F:\workspace\SpringBootDemo\target\classes started by hjj in F:\workspace\SpringBootDemo)
2021-01-10 18:43:00.662 [restartedMain] INFO  com.hjj.springdemo.SpringdemoApplication - No active profile set, falling back to default profiles: default
2021-01-10 18:43:00.858 [restartedMain] INFO  o.s.boot.devtools.restart.ChangeableUrls - The Class-Path manifest attribute in C:\Users\hjj\.m2\repository\com\mchange\c3p0\0.9.5.2\c3p0-0.9.5.2.jar referenced one or more files that do not exist: file:/C:/Users/hjj/.m2/repository/com/mchange/c3p0/0.9.5.2/mchange-commons-java-0.2.11.jar
2021-01-10 18:43:00.859 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2021-01-10 18:43:00.860 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2021-01-10 18:43:02.544 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2021-01-10 18:43:02.558 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2021-01-10 18:43:02.559 [restartedMain] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2021-01-10 18:43:02.559 [restartedMain] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.38]
2021-01-10 18:43:02.698 [restartedMain] INFO  o.a.c.c.C.[Tomcat].[localhost].[/basic_project] - Initializing Spring embedded WebApplicationContext
2021-01-10 18:43:02.699 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1838 ms
2021-01-10 18:43:02.988 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - DatebookHikariCP - Starting...
2021-01-10 18:43:03.340 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - DatebookHikariCP - Start completed.
2021-01-10 18:43:04.460 [restartedMain] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: any request, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@26f03efc, org.springframework.security.web.context.SecurityContextPersistenceFilter@61421d7f, org.springframework.security.web.header.HeaderWriterFilter@4831f0be, org.springframework.security.web.csrf.CsrfFilter@4a7b76ba, org.springframework.security.web.authentication.logout.LogoutFilter@4f6957b4, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@24834b74, org.springframework.security.web.authentication.ui.DefaultLoginPageGeneratingFilter@2c94defb, org.springframework.security.web.authentication.ui.DefaultLogoutPageGeneratingFilter@7b37373f, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@64f8abe0, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@57bf981a, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@547b2d89, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@96a2a0, org.springframework.security.web.session.SessionManagementFilter@613c6b3c, org.springframework.security.web.access.ExceptionTranslationFilter@4a812989, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@5bec4f2a]
2021-01-10 18:43:04.575 [restartedMain] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2021-01-10 18:43:05.331 [restartedMain] INFO  o.s.b.d.autoconfigure.OptionalLiveReloadServer - LiveReload server is running on port 35729
2021-01-10 18:43:05.380 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2021-01-10 18:43:05.416 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path '/basic_project'
2021-01-10 18:43:05.440 [restartedMain] INFO  com.hjj.springdemo.SpringdemoApplication - Started SpringdemoApplication in 5.735 seconds (JVM running for 7.675)
2021-01-10 18:44:34.073 [http-nio-8080-exec-2] INFO  o.a.c.c.C.[Tomcat].[localhost].[/basic_project] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2021-01-10 18:44:34.074 [http-nio-8080-exec-2] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2021-01-10 18:44:34.082 [http-nio-8080-exec-2] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 8 ms
2021-01-10 18:50:42.652 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 5.4.1.Final
2021-01-10 18:50:42.668 [restartedMain] INFO  com.hjj.springdemo.SpringdemoApplication - Starting SpringdemoApplication on DESKTOP-ABPMFK8 with PID 7088 (F:\workspace\SpringBootDemo\target\classes started by hjj in F:\workspace\SpringBootDemo)
2021-01-10 18:50:42.670 [restartedMain] INFO  com.hjj.springdemo.SpringdemoApplication - No active profile set, falling back to default profiles: default
2021-01-10 18:50:42.759 [restartedMain] INFO  o.s.boot.devtools.restart.ChangeableUrls - The Class-Path manifest attribute in C:\Users\hjj\.m2\repository\com\mchange\c3p0\0.9.5.2\c3p0-0.9.5.2.jar referenced one or more files that do not exist: file:/C:/Users/hjj/.m2/repository/com/mchange/c3p0/0.9.5.2/mchange-commons-java-0.2.11.jar
2021-01-10 18:50:42.760 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2021-01-10 18:50:42.760 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2021-01-10 18:50:45.378 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2021-01-10 18:50:45.378 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2021-01-10 18:50:45.378 [restartedMain] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2021-01-10 18:50:45.378 [restartedMain] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.38]
2021-01-10 18:50:45.490 [restartedMain] INFO  o.a.c.c.C.[Tomcat].[localhost].[/basic_project] - Initializing Spring embedded WebApplicationContext
2021-01-10 18:50:45.491 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 2730 ms
2021-01-10 18:50:45.732 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - DatebookHikariCP - Starting...
2021-01-10 18:50:45.890 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - DatebookHikariCP - Start completed.
2021-01-10 18:50:46.723 [restartedMain] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2021-01-10 18:50:47.404 [restartedMain] INFO  o.s.b.a.s.s.UserDetailsServiceAutoConfiguration - 

Using generated security password: 5e2f57b8-217f-4aca-aa6b-e138775e4c18

2021-01-10 18:50:47.480 [restartedMain] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: any request, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@fba4457, org.springframework.security.web.context.SecurityContextPersistenceFilter@7e3ee8c4, org.springframework.security.web.header.HeaderWriterFilter@52879c06, org.springframework.security.web.csrf.CsrfFilter@3cc4bd35, org.springframework.security.web.authentication.logout.LogoutFilter@21d6bf39, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@56cac205, org.springframework.security.web.authentication.ui.DefaultLoginPageGeneratingFilter@198c437c, org.springframework.security.web.authentication.ui.DefaultLogoutPageGeneratingFilter@70a27b0e, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@2ff9bceb, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@42e66adf, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@4a61616f, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@74217a06, org.springframework.security.web.session.SessionManagementFilter@45489957, org.springframework.security.web.access.ExceptionTranslationFilter@230d0d10, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@55c62396]
2021-01-10 18:50:47.523 [restartedMain] INFO  o.s.b.d.autoconfigure.OptionalLiveReloadServer - LiveReload server is running on port 35729
2021-01-10 18:50:47.553 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2021-01-10 18:50:47.580 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path '/basic_project'
2021-01-10 18:50:47.594 [restartedMain] INFO  com.hjj.springdemo.SpringdemoApplication - Started SpringdemoApplication in 6.916 seconds (JVM running for 9.331)
2021-01-10 19:53:59.888 [restartedMain] INFO  com.hjj.springdemo.SpringdemoApplication - Starting SpringdemoApplication on DESKTOP-ABPMFK8 with PID 8140 (F:\workspace\SpringBootDemo\target\classes started by hjj in F:\workspace\SpringBootDemo)
2021-01-10 19:53:59.888 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 5.4.1.Final
2021-01-10 19:53:59.888 [restartedMain] INFO  com.hjj.springdemo.SpringdemoApplication - No active profile set, falling back to default profiles: default
2021-01-10 19:54:00.079 [restartedMain] INFO  o.s.boot.devtools.restart.ChangeableUrls - The Class-Path manifest attribute in C:\Users\hjj\.m2\repository\com\mchange\c3p0\0.9.5.2\c3p0-0.9.5.2.jar referenced one or more files that do not exist: file:/C:/Users/hjj/.m2/repository/com/mchange/c3p0/0.9.5.2/mchange-commons-java-0.2.11.jar
2021-01-10 19:54:00.079 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2021-01-10 19:54:00.089 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2021-01-10 19:54:01.859 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
